,artist_name,track_name,track_id,popularity,year,genre,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
10237,Kottonmouth Kings,Party Monsters,1zb7MSTpT1IOwAlFrpyFK3,34,2010,metal,14260,0.0501,0.794,239819,0.861,0,1,0.319,-4.842,1,0.207,104.999,4,0.472
100191,Settle Your Scores,Cashing Your Reality Check,0MA2KPJSwDlyuZsn9AObCe,25,2016,punk,162562,1.34E-05,0.48,206379,0.974,6.80E-05,0,0.395,-4.65,1,0.258,145.042,4,0.31
105779,Reba McEntire,"Oh, How I Love Jesus",00dssbjaUrePKZcYBN5ocd,22,2017,country,171216,0.737,0.451,198160,0.415,0,7,0.0886,-6.693,1,0.0259,95.996,3,0.248
88546,Walker McGuire,Mama's Kitchen Table,6qbLq07q3Axyjaa9WFhwIn,39,2016,country,145727,0.347,0.498,195413,0.63,0,11,0.153,-5.607,1,0.0322,75.056,3,0.186
94246,Fastbacks,Gravity,4gGSiEo3eu4Yrf9vqOGtmQ,0,2016,grunge,152999,2.78E-06,0.286,115123,0.869,0.112,11,0.367,-6.276,0,0.0677,98.692,4,0.681
92723,Tall Heights,No Man Alive,1zZ5GJNC6lBpqqJk1DTcop,29,2016,folk,150783,0.532,0.51,233653,0.664,0.00012,0,0.13,-6.461,1,0.0356,129.975,4,0.326
164334,Ikke HÃ¼ftgold,"Dicke Titten, Kartoffelsalat",2qAH4SP6IrfLr8qAVQTS3m,1,2020,rock,261185,0.145,0.6,198904,0.954,0,6,0.413,-2.13,1,0.267,144.976,4,0.642
163659,T-Wayne,Where You Going,13E0pvIBUNmWDWV8kNUZD9,20,2020,rap,259048,0.382,0.845,192000,0.613,0,8,0.123,-6.363,1,0.149,140.025,4,0.394
122612,FAKY,four,5q0JLhzbWHNOOAXeUCI3mG,47,2018,dance,196015,0.389,0.332,213307,0.602,0,10,0.31,-4.494,1,0.0371,78.339,4,0.454
79137,Futuristic,Too Easy,2UmtjSvU9FOVKJH9trz7Ht,50,2015,indie,129690,0.0318,0.865,167559,0.807,0,1,0.153,-5.563,0,0.154,130.054,4,0.492
152687,Colt Ford,Cricket On A Line - DJ KO Mud Digger Mix,5plX9VO6w8zeFy5RRdfVXp,0,2020,country,241242,0.202,0.751,206330,0.806,0,8,0.491,-6.465,0,0.0896,144.973,4,0.813
7747,The Growlers,Camino Muerto,6HEf8LuIZVRuU4bf9wjqSS,31,2010,indie,10676,0.39,0.266,203747,0.778,0.126,9,0.144,-6.059,0,0.0472,146.78,4,0.654
156980,COIN,Babe Ruth,3mCjMGGea0h42M4kOvykXA,50,2020,indie,247842,0.487,0.564,192867,0.489,0.000326,2,0.237,-8.983,1,0.0403,155.086,4,0.535
103097,dvsn,P.O.V.,600OCZ1UO4sMpHO3F1E2jb,45,2017,alternative,168184,0.03,0.812,216000,0.341,0.00729,6,0.13,-8.688,0,0.0452,100.014,4,0.119
30067,Chris Cagle,Dance Baby Dance,4ctv0rZYOWtkG1EztaEr8i,28,2012,country,50410,0.326,0.539,208773,0.56,1.75E-06,1,0.15,-7.121,1,0.0274,160.06,4,0.287
131371,Adriel Favela,Cuando los NecesitÃ© - Banda,6Qx0b9ArGdO5LCnG9UBdkO,59,2018,pop,208821,0.684,0.9,182740,0.584,3.22E-06,0,0.0422,-5.354,0,0.0443,109.505,4,0.974
75992,Halsey,Hurricane - Live From Spotify NYC,6tQtexOzYsQZinGGY0jZsv,34,2015,dance,125207,0.463,0.69,196227,0.807,0,0,0.799,-5.86,1,0.0449,119.96,4,0.68
87255,LeÃ³n Larregui,Birdie,1BokDaNfW9LVbEHBABNIUv,54,2016,alternative,144320,0.0864,0.602,197160,0.521,0.393,5,0.111,-9.963,1,0.033,90.023,4,0.631
84811,Black Pistol Fire,Sort Me Out,45U7Y2R5kUTn8CgdZm3F1j,28,2015,punk,139099,0.0196,0.607,181905,0.849,0,9,0.128,-7.726,1,0.0611,122.454,4,0.407
27529,Diddy - Dirty Money,Coming Home - Dirty South Remix,7ioXq2vIeCN5qXAWGuZVuw,26,2011,rap,45934,0.00296,0.752,416800,0.672,0.387,11,0.319,-8.1,0,0.0473,128.007,4,0.387
141664,Nirvana,The Man Who Sold The World - Rehearsal,0SkifqppDrIOs2aGLvmU04,41,2019,grunge,223503,0.419,0.552,278418,0.63,0.000574,1,0.128,-10.845,0,0.0361,116.532,4,0.545
84306,A Will Away,Play Dead,7nVQUQOIrcD2yhp4K9Z230,23,2015,punk,138474,0.0707,0.388,177160,0.87,0,11,0.259,-3.771,1,0.0525,76.581,4,0.569
1916,Tim McGraw,Don't Take The Girl,2iTRea118VRKRUzrGjjlHP,52,2010,country,2058,0.279,0.439,249360,0.454,0,0,0.123,-8.669,1,0.0308,204.263,4,0.354
62359,Pat The Bunny,Of Ballots and Barricades,6UD3NoFN2DtGUxfESyafli,26,2014,folk,102926,0.0563,0.572,106307,0.422,0,7,0.13,-12.431,1,0.0401,122.999,3,0.931
91538,Lake Street Dive,Mistakes,0Sox7tv3MK5h6AkFLUPHtY,54,2016,folk,149403,0.371,0.753,248387,0.39,0.000815,6,0.125,-7.294,0,0.0403,136.747,4,0.374
30260,Mike Ryan,Should I,4GhAt79e9BomzZInFqbChz,24,2012,country,50652,0.0329,0.446,214147,0.685,0,2,0.0939,-6.434,1,0.0305,82.103,4,0.381
98037,Be'lakor,Roots to Sever,5816DXmqL7a5TWbiLIaPzT,19,2016,metal,158624,0.000184,0.182,425218,0.939,0.801,9,0.135,-5.168,1,0.086,148.052,4,0.117
152147,Rancore,Eden (feat. Dardust),0uq5cbQmpGciCLEveRDEdX,71,2020,alternative,240587,0.204,0.499,211297,0.782,0,6,0.113,-6.104,1,0.14,111.038,4,0.641
115237,Kodak Black,Conscience (feat. Future),16dXg2YuFOxwDC3cTf5jde,54,2017,pop,184784,0.047,0.666,219754,0.693,0,1,0.115,-3.638,1,0.199,159.972,4,0.132
150718,Dirty Heads,Tender Boy,3N3mvXl0FrldFGW4yZiGxa,47,2019,rock,238008,0.295,0.711,210240,0.523,0.000115,2,0.135,-6.973,0,0.0686,75.9,4,0.778
78557,Wolfmother,Woman - Early Days Demo,0CaAGC2ZMv2FBK5me0f065,19,2015,grunge,128800,0.495,0.583,137693,0.865,0.0766,6,0.267,-2.181,0,0.0476,91.305,4,0.869
95148,Beach Bunny,Oozin,3Kkwtju4pdILmwFZQ3jXkY,38,2016,indie,154611,0.873,0.525,177847,0.139,1.10E-05,4,0.107,-15.007,1,0.0355,126.183,4,0.273
59984,Whitey Morgan and the 78's,Prove it All to You,59oRPhv2om6qGUBvvh8Bhs,18,2014,country,99681,0.477,0.528,195000,0.901,8.70E-05,9,0.706,-5.289,1,0.0731,127.992,3,0.795
14069,MF DOOM,Gas Drawls,5PZvQeHocidnZ73a3pHO76,47,2011,alternative,24166,0.126,0.773,223493,0.764,1.14E-05,11,0.223,-6.206,1,0.256,91.301,4,0.53
36283,Joe Pass,A Time for Us,5ALMF4Z6a9VUl66LHVHjBl,43,2012,jazz,59999,0.704,0.333,195054,0.448,0.677,9,0.141,-14.122,0,0.0384,82.554,4,0.369
2125,James Otto,Soldiers & Jesus,0lmc8uNrdZrhX3Nb6Et1Hj,35,2010,country,2280,0.379,0.534,285067,0.465,5.99E-05,2,0.0913,-5.692,1,0.0273,121.44,3,0.231
81608,Benny Goodman Trio,Stompin' at the Savoy (Instrumental),3xcyuIN71OX2AoYBx08wjl,21,2015,jazz,133128,0.957,0.494,171560,0.369,0.4,1,0.16,-16.404,1,0.0515,188.959,4,0.86
102979,"Slaughter Beach, Dog",Your Cat,0nKrDJLm94OpQElETtklsh,43,2017,alternative,168055,0.0128,0.626,198667,0.626,0.491,0,0.169,-6.352,1,0.0302,139.964,4,0.697
135794,Barny Fletcher,Blu Skyes,2cFHJw9MFRzt3Bo3s8aPFU,44,2019,alternative,216382,0.157,0.793,250286,0.685,1.70E-06,6,0.063,-7.014,0,0.116,140.019,4,0.777
62937,Tori Amos,Wedding Day,2GVDxJi7GyLMHLnZKv8Xwn,25,2014,folk,103636,0.53,0.451,221833,0.369,5.75E-05,7,0.105,-12.273,1,0.0525,108.261,4,0.782
130063,This Will Destroy You,Sound of Your Death,0gOmPzVMLLkuQVpsPZ75xc,31,2018,metal,206565,6.17E-05,0.0899,264424,0.57,0.84,10,0.138,-8.14,0,0.0487,166.856,4,0.17
138333,Julia Michaels,17,0ND8rF8oirMXtE59n585P6,72,2019,dance,219251,0.458,0.774,182800,0.466,0,4,0.111,-6.869,1,0.0433,97.975,4,0.396
153614,Jill Johnson,Islands In The Stream - Live,7ctarLJ8Fu4bJIVMuBGs1x,5,2020,country,242458,0.448,0.579,275051,0.848,1.20E-06,0,0.732,-7.352,1,0.048,105.308,4,0.646
108573,Tennis,Born to Be Needed,3ZreIAMdZdZTAy460FG72v,32,2017,folk,174669,0.223,0.56,208160,0.604,0.136,7,0.193,-7.552,1,0.0286,120.064,4,0.568
6936,Tonic,Where Do I Fit,1gdNjjhpUlN2gaIacNQYKF,15,2010,grunge,9076,0.000345,0.435,189706,0.694,0,2,0.158,-4.789,1,0.0298,156.057,4,0.382
115193,Lana Del Rey,Coachella - Woodstock In My Mind,5UPHeuDP0AnG830Yf3bJJD,56,2017,pop,184700,0.189,0.535,258398,0.658,4.11E-05,7,0.0683,-7.425,1,0.0998,129.835,4,0.413
55092,Drug Church,Reading Youtube Comments,0myxcR3E64nR1xT2QzeWB4,23,2013,punk,91510,4.33E-05,0.421,172542,0.825,5.91E-05,11,0.22,-5.693,1,0.0479,160.124,4,0.56
132423,Forever Came Calling,Wish,3bjVpsn4lHIVMlrT3tKHFD,27,2018,punk,210527,0.00348,0.623,289413,0.748,0.00548,1,0.0948,-6.247,1,0.0301,101.499,3,0.191
48233,Band of Horses,Wicked Gil - Live Acoustic,2GWML53SCKM3vWayU6mfFP,28,2013,folk,79486,0.904,0.466,191787,0.196,2.55E-06,7,0.715,-14.265,0,0.033,113.371,4,0.342
38921,Bruno Mars,Young Girls,3G5iN5QBqMeXx3uZPy8tgB,65,2012,pop,64052,0.461,0.561,228720,0.749,1.82E-06,6,0.205,-4.951,0,0.032,125.986,4,0.501
133782,YoungBoy Never Broke Again,Hypnotized,0rCBuqZnByLDCiYEI9vCKy,51,2018,rap,212598,0.322,0.608,153112,0.712,0,4,0.111,-5.83,0,0.255,150.736,4,0.705
161796,Long Beach Dub Allstars,Youth,35vzKFvwbLBOKQC06Nt72k,34,2020,punk,255965,0.404,0.446,231250,0.871,0,8,0.219,-7.717,1,0.0744,94.688,4,0.82
143615,Liv Dawson,Pushing 21,1mrbHxd94wZnyv7nsF2EFt,55,2019,indie,227145,0.45,0.782,207800,0.438,3.69E-06,4,0.168,-9.443,1,0.0312,100.037,4,0.561
1670,Digital Summer,Just Run,5LLpZka77YM8CT4lDfzTjD,26,2010,alternative,1791,0.000151,0.563,194438,0.988,0.018,0,0.405,-2.7,0,0.117,112.555,4,0.431
93904,Dinosaur Jr.,Left/Right,5PcmIPl2vNRkHNwis5Nrqq,21,2016,grunge,152485,0.0939,0.457,231960,0.766,0.00542,0,0.0917,-6.487,1,0.0563,109.537,4,0.446
29437,Ryan Bingham,Western Shore,21bTEaeK84AsFS0HhB7LRE,26,2012,alternative,49712,0.0434,0.444,362067,0.812,1.97E-06,0,0.0668,-5.395,1,0.032,143.51,4,0.217
141931,Smile Empty Soul,Hang Your Head,03B0Ao1oQr80yRWG1zctfX,28,2019,grunge,223821,0.000527,0.265,221875,0.828,8.43E-05,6,0.0956,-5.735,1,0.0453,82.963,4,0.578
9866,Kermit Ruffins,If I Only Had a Brain,7Lz6eIyaYvAFiJFMGjoieI,9,2010,jazz,13613,0.436,0.629,547600,0.56,0.298,0,0.519,-12.203,1,0.103,115.309,4,0.75
145520,MÃ¶tley CrÃ¼e,The Dirt (Est. 1981) [feat. Machine Gun Kelly],1zfFle2YCXuUFXlAAZ4QOS,55,2019,metal,229249,0.000104,0.432,232000,0.828,0.000215,1,0.101,-5.769,1,0.0669,166.035,4,0.367
81523,Jamie Cullum,Nothing I Do,2EhzljxhBxHUAreAK0oi8F,15,2015,jazz,133031,0.361,0.596,302800,0.559,0,10,0.108,-7.424,0,0.0675,76.833,4,0.444
6749,Seven Mary Three,Southwestern State,2O7pJ3YrHbo4WQT4mrQssb,19,2010,grunge,8823,0.22,0.35,350453,0.452,0.00502,0,0.738,-7.975,1,0.0317,124.726,3,0.113
120242,Brothers Osborne,I Don't Remember Me (Before You),6xrREPyyC5KESDhWfwqHiN,65,2018,country,193284,0.104,0.614,192680,0.614,3.59E-05,4,0.104,-7.497,0,0.0314,146.03,4,0.598
153783,Moccasin Creek,Gasoline,4iZhQW1q40ND570jKLuyif,6,2020,country,242705,0.0189,0.708,319385,0.878,5.45E-06,6,0.112,-5.584,1,0.141,125.008,4,0.326
141109,Josh Ritter,All Some Kind of Dream,1USw7kBUdxyMtrsAVuPO1h,34,2019,folk,222635,0.542,0.399,258813,0.547,4.25E-05,2,0.152,-7.659,1,0.0439,199.977,4,0.265
74243,Linda Ronstadt,Heat Wave - 2015 Remastered Version,6JTFRvVecntUA5o7RtTBpl,29,2015,country,123092,0.095,0.613,165467,0.761,8.12E-06,4,0.205,-6.361,0,0.0414,157.551,4,0.87
31211,Joe Walsh,Family,1ldoYUpE5PehaSypDDAKq8,21,2012,country,51695,0.134,0.562,261707,0.503,0,8,0.208,-7.11,1,0.0239,103.998,3,0.159
115230,Superorganism,Something For Your M.I.N.D.,47wq2z7KMHDRnoSMdZODUA,62,2017,pop,184772,0.132,0.698,165391,0.542,0.00117,2,0.199,-4.317,1,0.131,140.096,4,0.664
163742,Drex Carter,Visceral (Freestyle),0iYIGfodDMn4fXFoBEjP89,28,2020,rap,259173,0.00756,0.833,166531,0.625,0.00402,1,0.152,-6.837,1,0.113,98.005,4,0.181
142933,Silver Sphere,drinking games,2i51VkwbZDKMrt9Kgv4jut,54,2019,indie,225762,0.635,0.51,200702,0.637,0.000125,2,0.613,-5.811,1,0.0442,94.136,4,0.303
64675,Fiersa Besari,Celengan Rindu,19JvKc2f3ZNblfBSDMDwUF,71,2014,indie,106631,0.105,0.636,224280,0.536,0,9,0.135,-7.646,1,0.0432,116.878,4,0.661
42851,Dads,Boat Rich,1S1u3TRqAGDGJweG20RFYn,32,2013,alternative,72966,0.00141,0.499,172170,0.978,3.82E-05,2,0.252,-6.441,1,0.132,88.348,4,0.209
152354,Ye Ali,TRUE,51EMR4V18vTG9SQCKQxhUE,3,2020,alternative,240835,0.302,0.562,140225,0.286,0.0634,0,0.108,-13.746,0,0.103,110.302,4,0.354
49185,Counting Crows,Mercury,4JNWZi9dqGwPAhkYX2VQRb,14,2013,grunge,81075,0.12,0.555,397453,0.695,3.44E-05,8,0.687,-5.261,1,0.0272,157.028,4,0.486
127480,Jdam,Same Kids,5qDwR40HLk5tTfeuWXKm5x,47,2018,indie,203075,0.537,0.542,222112,0.627,3.40E-05,2,0.14,-6.925,1,0.0833,79.756,4,0.129
7380,Closure,Black Demons Army,5y9FbPHgea21qcBxAYVI5D,1,2010,grunge,9675,0.00401,0.301,294557,0.907,0.189,3,0.178,-4.887,1,0.0682,159.953,4,0.341
59064,Outlaw,Backwoods Badass (Remix) [feat. Redneck Souljers],41Z9o8LRIyrEPya2OmB3Qp,31,2014,country,98613,0.405,0.58,182500,0.837,0,11,0.224,-4.464,0,0.363,173.986,4,0.229
25038,Symphony X,Dehumanized,4gH9UxRkzENZpf1XC22MR5,28,2011,metal,39876,0.000149,0.498,407653,0.975,2.39E-05,2,0.349,-5.377,1,0.0629,124.01,4,0.289
114898,PARTYNEXTDOOR,Damage,4Z22Uz5JhtWbkmzojNcdPr,59,2017,pop,184152,0.136,0.77,213348,0.752,9.33E-06,1,0.106,-6.468,1,0.15,113.203,4,0.577
115187,Bruno Mars,Versace On The Floor (Bruno Mars vs. David Guetta),5UJshy5HDHdNEVqlJwzsQB,62,2017,pop,184691,0.108,0.747,228300,0.701,0,2,0.0712,-4.902,1,0.0429,100.012,4,0.589
100705,Ratboys,Light Pollution,170XVOKT22r8Y35knB6QEX,19,2016,punk,163181,0.0593,0.584,170642,0.459,0.319,8,0.0365,-9.793,1,0.0294,79.977,4,0.384
87558,Black Stone Cherry,Soul Machine,30LW1jD84CVqmsR9tQQVnd,43,2016,alternative,144638,0.000466,0.438,241000,0.952,0.000235,1,0.282,-4.687,1,0.0621,93.986,4,0.482
61043,Clean Bandit,Mozart's House (feat. Love Ssega),5XEZx88UTiwb01Hg4GRi6H,28,2014,dance,101219,0.0462,0.744,230419,0.843,8.60E-06,2,0.117,-5.723,1,0.166,125.005,4,0.725
131305,Maroon 5,Help Me Out (with Julia Michaels),1Px62X35tayLsX5V1qx1Mb,52,2018,pop,208689,0.461,0.934,193604,0.564,1.84E-05,11,0.101,-4.806,1,0.0638,115.092,4,0.543
118874,Smino,SPINZ,3WiCqMk8qUREjPsjubiPIK,48,2018,alternative,191779,0.373,0.674,230211,0.514,0,11,0.13,-8.205,0,0.387,67.673,4,0.233
41084,Beatking,Throw Dat Ahh (feat. DJ Chose),5ZzX9TQk40O0CrFGWoGVMu,30,2012,rap,68840,0.208,0.84,215065,0.705,0,0,0.0985,-2.789,1,0.309,140.039,4,0.538
148649,Glitterer,Again,5eESJ1rIX17cYUAXZHirNl,30,2019,punk,234378,0.00516,0.57,130013,0.933,0.0123,0,0.669,-5.552,1,0.0288,135.442,4,0.271
91989,Mason Jennings,Heaven,1gkgfQtAGTPu2FIOgok9bx,41,2016,folk,149934,0.272,0.422,202751,0.865,6.71E-05,11,0.242,-6.375,1,0.0539,90.598,4,0.388
61384,Gigi D'Agostino,Another Way (Radio Cut),0X6luJJo4oyDKKC1t6P6Rl,47,2014,dance,101706,0.0422,0.88,215760,0.884,0.0849,7,0.11,-6.001,0,0.0295,130.02,4,0.963
81613,Jamie Cullum,I Only Have Eyes For You,7fQgdCr2w7dD4tmsEb16b0,15,2015,jazz,133133,0.184,0.444,238707,0.364,0.00236,10,0.0948,-11.823,1,0.0833,68.166,3,0.219
29997,Casey James,Let's Don't Call It a Night,4juW8JESG8nujlq5FL620A,33,2012,country,50327,0.014,0.593,205627,0.734,0,5,0.149,-4.337,0,0.0414,186.937,4,0.804
67394,Arch Enemy,On and On,6q6nmIUY2LWKVJQxTnGsNK,34,2014,metal,110643,1.47E-05,0.47,244947,0.988,0.0781,7,0.145,-4.49,1,0.132,140.036,4,0.115
13534,DJ Khaled,On My Way,3OewKljGPsqrbEeWav0WfJ,25,2010,rap,21863,0.0277,0.806,349453,0.903,0,1,0.318,-2.947,1,0.219,139.987,4,0.884
155445,Tennis,How to Forgive,5MUtfvBf6O5281IAhBXDHb,50,2020,folk,245248,0.511,0.756,216307,0.584,6.40E-05,7,0.068,-6.035,1,0.0729,110.014,4,0.875
131240,A Boogie Wit da Hoodie,Need a Best Friend (feat. Lil Quee and Quando Rondo),0sSl9LFCzQAunHx9T1Un3O,58,2018,pop,208556,0.06,0.696,204329,0.52,0,0,0.118,-6.361,1,0.294,165.105,4,0.359
43783,Scotty McCreery,Feelinâ€™ It,0ABHhxQTaluB94ohp2RLSr,52,2013,country,74009,0.1,0.586,198227,0.759,0,7,0.084,-5.338,1,0.0457,184.031,4,0.687
148897,Hot Snakes,Checkmate,0QY3Ag81Wxen1e06XNn59f,30,2019,punk,234656,6.99E-06,0.324,176000,0.976,0.26,9,0.0916,-4.755,1,0.0489,88.976,4,0.468
50260,La Femme,Sur la planche 2013,1su9FWmWVgf71pqY78k5Ib,47,2013,indie,82842,0.0582,0.46,229840,0.804,0.0327,9,0.111,-4.735,0,0.0397,186.015,4,0.182
133290,XXXTENTACION,"I donâ€™t even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",14boA065HMHWvqyPPEeN4y,66,2018,rap,211696,0.118,0.767,192229,0.561,0,2,0.0737,-7.418,0,0.0509,90.021,4,0.542
48705,Rise Against,Sight Unseen,5OLVUti1u76LzgCMdr5HMx,33,2013,grunge,80409,0.00195,0.562,235680,0.901,4.46E-05,8,0.232,-3.903,0,0.0603,106.51,4,0.704
84577,Metric,The Shade (Acoustic),02j45oa8opCUSWtRcfTYQ1,23,2015,punk,138832,0.837,0.585,192137,0.474,2.37E-06,3,0.0698,-4.891,1,0.028,88.927,4,0.298
146181,Blind Guardian Twilight Orchestra,War Feeds War,1izdhB5ahhLzwSYqJTeisK,39,2019,metal,230341,0.0257,0.351,305480,0.524,0.0121,5,0.791,-9.505,1,0.0363,139.005,4,0.0929
150313,Money Man,Money Man Perry,7HmYLIt2XvQLBztTArXajg,54,2019,rap,236796,0.0498,0.815,165016,0.645,0,5,0.135,-8.352,0,0.18,127.997,4,0.481
113928,Belphegor,Baphomet,3VlMZyp4CwS4NoXAbaWFtA,32,2017,metal,182628,6.16E-05,0.54,287421,0.984,0.783,5,0.15,-4.108,1,0.13,119.026,4,0.0381
2024,Brantley Gilbert,Them Boys,0hpOoqJXIzuMnVz2vhSwNt,41,2010,country,2173,0.314,0.57,235573,0.665,0,6,0.103,-7.657,1,0.0299,140.202,4,0.459
10635,Underoath,In Division,37Qiw0DUoEtiSqMhwp1adH,22,2010,metal,15220,2.23E-05,0.239,238093,0.924,0.802,4,0.293,-5.661,1,0.152,179.829,4,0.177
8845,General Elektriks,Raid the Radio,0zOkSQ77TLLjpFoY5A4tm0,44,2010,jazz,12549,0.0262,0.772,229080,0.95,0.0299,1,0.198,-2.848,0,0.0486,88.018,4,0.504
53477,Turisas,For Your Own Good,0WxeS6FIj97lRH1yA8jmc1,25,2013,metal,87770,0.0113,0.494,272133,0.865,5.42E-05,2,0.202,-6.449,1,0.0509,140.005,3,0.308
41180,Roscoe Dash,It's My Party (feat. Lil John & Mgk),2gPKt75iaVi2Ahv78h5cLw,32,2012,rap,69084,0.335,0.723,253205,0.974,2.77E-05,8,0.634,-5.854,0,0.193,138.099,4,0.747
77730,Sleater-Kinney,Surface Envy,5Ex0CFhT3J4AdjvHnOvdDW,31,2015,folk,127431,0.000271,0.427,186547,0.975,0.0324,9,0.16,-3.271,1,0.0621,136.203,4,0.585
123537,Wael Kfoury,Akhadet El Arar,5hKyBHoeaJM5qEJL6XX8w8,42,2018,dance,197171,0.521,0.606,275157,0.744,0,5,0.17,-5.756,0,0.0386,130.11,4,0.714
22618,Gabin,Into My Soul,40shQVO7gSn2eVy9aekLAI,41,2011,jazz,36188,0.84,0.779,275933,0.656,0,10,0.131,-7.058,1,0.0424,134.976,4,0.838
99345,El Fantasma,El Mayor,67nu4moK5kBqfFGoz4TNKc,48,2016,pop,161063,0.492,0.817,174659,0.474,6.08E-06,9,0.072,-7.708,1,0.0401,95.424,3,0.923
147738,Dean Lewis,Chemicals,35AG36QH9ytiNtPyx9xwr8,63,2019,pop,232982,0.679,0.551,221707,0.463,1.30E-06,11,0.14,-9.683,1,0.0391,80.922,4,0.186
5855,Sedaa,Brother of Chinggis Khan,1haad0Jt7cdfjyGHXPD3Ma,29,2010,folk,7183,0.69,0.429,324493,0.297,0.345,10,0.163,-15.784,0,0.0324,62.707,4,0.161
81111,Quantic,Nordeste,7AZlN9DibQnZAivfYyLLkP,17,2015,jazz,132577,0.604,0.672,214560,0.459,0.0765,2,0.264,-11.518,0,0.0414,110.34,4,0.741
38653,Children Of Bodom,Shovel Knockout,7odhTagrUD6edwHC3UNqsv,29,2012,metal,63552,1.12E-05,0.419,242573,0.982,0.26,0,0.149,-3.267,0,0.127,144.982,4,0.204
45652,Miley Cyrus,Maybe You're Right,4nBHndk4Hru2sgGH30GCgu,48,2013,dance,76176,0.0235,0.719,213387,0.814,0,8,0.0862,-5.099,1,0.0523,107.973,4,0.571
100342,THICK,Wasting My Time,1HhKgJOA9oHRUFAPkj5k4g,20,2016,punk,162745,0.000178,0.516,217591,0.918,0.235,2,0.353,-6.023,1,0.0328,92.569,4,0.499
74714,Jerry Reed,The Man with the Golden Thumb,6RjgAM4E1htuQLagHpn5zZ,21,2015,country,123594,0.211,0.596,220413,0.816,8.68E-05,1,0.128,-10.206,1,0.182,114.242,4,0.797
74974,Troye Sivan,TALK ME DOWN,0nRuVPZx2iA3KWR4xSzryl,56,2015,dance,123869,0.151,0.362,237464,0.781,0.000197,6,0.125,-6.803,1,0.0741,173.688,4,0.354
98461,The Weeknd,I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,79,2016,pop,159268,0.426,0.773,269187,0.819,0,0,0.0679,-5.946,0,0.118,92.99,4,0.585
17349,Johnny Duncan,Hello Mexico (And Adios Baby to You),3SPGCnWrGqa3pvpGS7hvAH,13,2011,country,27797,0.262,0.618,178253,0.534,9.29E-06,11,0.122,-13.166,0,0.0313,119.482,4,0.641
46772,TiÃ«sto,Shocker,60eFFZINpAZDOvnvp9Am6K,31,2013,dance,77715,0.0111,0.634,344547,0.922,0.0136,2,0.493,-5.388,1,0.151,128.157,4,0.249
50644,Moon Taxi,Beaches,3F3I7O7gKu3rZpxOFzGqQp,30,2013,indie,83566,0.0384,0.262,378973,0.886,0.203,10,0.397,-5.647,1,0.134,168.023,4,0.205
15664,Atmosphere,Millennium Dodo,6ijC9og7SGrAA8QqXoLT0y,26,2011,alternative,25936,0.593,0.789,200893,0.618,0,7,0.107,-5.984,1,0.132,93.009,4,0.417
69100,King Khan and the Shrines,Land of the Freak,29f6I4KlKwl8kdS4ZF2O04,33,2014,punk,114449,0.0917,0.241,214093,0.988,1.98E-06,11,0.372,-0.748,0,0.107,171.274,4,0.452
97274,Diana Krall,42nd Street - Remastered,6ikE9dKNjNMWHqRwnMNR3j,26,2016,jazz,157189,0.431,0.532,378067,0.363,0.552,0,0.11,-14.002,1,0.0352,113.351,4,0.193
92863,Bobby Goldsboro,Honey,5droMNP7mrYo8GNfPHHpWa,28,2016,folk,150960,0.115,0.468,226395,0.176,0.0127,7,0.123,-18.744,1,0.0285,96.337,4,0.431
66344,Devin Townsend Project,Silent Militia,3J8bxJYj9oywvy0Y8zmxna,26,2014,jazz,108998,0.000272,0.531,268920,0.871,0.306,7,0.106,-7.492,1,0.0642,127.984,4,0.165
72204,Sir Sly,You Haunt Me - Amtrac Remix,1JKm7rYG9WmBUMcN1hb8Yy,37,2015,alternative,120799,0.269,0.552,269133,0.481,0.421,5,0.27,-8.901,1,0.031,150.002,4,0.127
61784,Marika Hackman,Deep Green,3y7SaLukj7ONKxdZLAoQtH,44,2014,folk,102190,0.433,0.52,215729,0.583,0.0198,9,0.197,-10.085,0,0.0311,98.99,4,0.236
156129,David Keenan,Unholy Ghosts,6gRd7RFyOjubDnhl3QOuMY,36,2020,folk,246301,0.112,0.543,273653,0.569,0.000126,11,0.129,-6.591,1,0.0395,119.596,4,0.604
14326,The Decemberists,June Hymn,1bvERTuePaoVjQ3NpJq9aH,41,2011,alternative,24436,0.511,0.593,237547,0.365,0,9,0.139,-6.407,1,0.0252,98.345,4,0.159
75682,Jess Glynne,You Can Find Me,13PEU8YYA0HCrWXsLSvUtP,34,2015,dance,124789,0.000123,0.715,207210,0.639,0,6,0.535,-6.101,1,0.0574,122.975,4,0.791
21804,Tally Hall,Fate of the Stars,23N1UHBXSTew1zz6cRCYvF,35,2011,indie,34602,0.724,0.352,410680,0.344,0.00533,9,0.116,-11.005,1,0.0326,131.209,3,0.0653
94772,Watsky,Talking to Myself,3pJJciHZvWQ6U1ETxNxoi9,48,2016,indie,153916,0.409,0.693,220893,0.647,0.125,9,0.106,-9.417,0,0.0793,151.948,4,0.34
50303,The Tragic Thrills,Tears,7ctPMo3kUyL7yFCHpCA9zP,35,2013,indie,82930,0.000202,0.629,212560,0.495,1.58E-05,1,0.111,-8.915,1,0.0263,108.016,4,0.232
